10.287891156,5
12.063492063,2
13.783945578,1
15.984784580,3
16.659591837,3
17.097142857,4
19.079183673,2
20.829387755,1
22.974693878,3
23.640816327,3
24.062562358,4
28.231836735,5
28.878367347,5
29.975510204,2
31.072653061,1
35.239183673,5
35.885714286,5
36.989387755,2
38.066938776,1
42.229841270,5
42.880000000,5
43.956825397,2
45.052517007,1
49.204535147,5
49.882993197,5
50.982312925,2
52.056235828,1
52.520634921,2
54.025578231,4
55.810612245,2
57.552108844,1
59.284897959,1
61.035102041,4
62.789659864,2
64.522448980,5
66.489410431,3
67.180408163,1
68.440816327,1
69.063401361,3
69.528163265,4
69.964625850,3
70.578503401,1
71.893333333,1
72.544217687,3
72.962176871,4
77.107664399,5
77.744761905,5
78.815238095,2
79.904761905,1
84.068934240,5
84.730158730,5
85.814058957,2
86.907936508,1
91.010612245,5
91.668027211,5
92.757551020,2
93.865578231,1
97.995102041,5
98.661224490,5
99.740408163,2
100.830476190,1
101.282539683,2
102.786961451,4
104.476734694,2
106.213877551,1
107.973877551,1
109.753469388,4
111.503673469,2
113.211428571,5
115.112925170,3
115.787755102,3
117.093877551,1
117.707755102,3
118.201179138,4
118.632199546,3
119.278730159,3
120.551428571,1
121.208163265,3
121.631927438,4
122.067301587,3
122.729070295,3
123.994557823,1
124.679546485,3
125.138140590,4
125.567709751,3
126.200453515,3
127.477551020,1
128.168344671,3
128.580498866,4
128.986848073,5
130.728344671,5
132.411791383,1
134.138775510,3
135.477551020,2
135.908571429,3
136.743764172,5
139.342222222,1
140.901587302,3
142.780952381,5
143.431111111,5
144.052607710,5
144.670476190,4
145.391383220,1
146.425034014,2
147.110022676,5
147.631746032,4
148.845714286,3
149.298503401,1
149.699047619,3
150.146031746,2
150.558185941,1
150.993560091,1
151.237369615,3
151.658231293,4
151.893333333,3
152.084897959,2
152.302585034,1
152.509387755,1
152.711836735,2
152.920816327,1
153.893061224,5
154.231292517,3
154.906122449,5
155.520000000,2
156.150566893,1
156.821768707,5
157.146031746,5
157.439274376,5
158.049523810,5
182.707301587,4
183.349841270,4
184.403809524,2
185.505306122,1
189.614693878,4
190.265759637,4
191.345487528,2
192.417959184,1
196.507755102,4
197.177324263,4
198.240362812,2
199.308843537,1
199.764399093,2
201.209614512,4
202.945306122,2
204.683900227,1
206.410884354,1
208.146575964,4
209.893877551,2
211.661496599,5
213.536507937,3
214.195374150,3
215.473356009,1
216.160362812,3
216.572517007,4
216.996281179,3
217.646439909,3
218.940952381,1
219.591111111,3
220.009070295,4
220.461859410,3
221.100408163,3
222.365895692,1
223.033469388,3
223.468843537,4
223.869387755,3
224.536961451,3
225.790839002,1
226.417777778,3
226.864761905,4
227.334965986,3
227.944489796,3
229.250612245,1
229.947210884,3
230.388390023,4
230.788526077,3
231.439092971,3
232.733605442,1
233.366349206,3
233.865578231,4
234.280136054,3
234.917165533,3
236.235102041,1
236.891428571,3
237.342766440,4
237.761927438,3
238.432653061,3
239.718095238,1
240.370793651,3
240.815238095,4
241.234285714,5
242.739183673,2
244.668662132,1
246.705192744,1
247.321541950,3
247.745306122,4
248.198095238,5
249.695782313,2
251.634648526,1
253.596734694,1
254.299138322,3
254.676462585,4
255.123446712,5
256.659841270,2
258.606439909,1
260.539501134,1
261.189659864,3
261.619229025,4
262.054603175,5
263.559274376,2
265.502766440,1
267.470657596,1
268.132426304,3
268.556190476,4
268.962539683,5
270.466145125,2
272.422312925,1
274.384399093,1
275.011337868,3
275.406077098,4
275.893696145,5
277.393469388,2
279.336054422,1
281.299478458,1
281.925079365,3
282.354648526,4
282.801632653,5
